name,of,at,in,title,tags,body,see
ORDER 231 Interim,SM15,231,P12'D4,Interim orders,order,"(1) If an applicant for an order by the Tribunal under this Act requests the making of an interim order and the Tribunal is satisfied on reasonable grounds that urgent considerations justify the making of the order, the Tribunal may:
(a) make an interim order in the form of any order that could otherwise be made by the Tribunal, and
(b) renew the interim order by giving notice that the order is renewed if a request for its renewal is made not later than 3 months after the order was made.   
(2) The Tribunal may revoke an interim order, or a renewal of an order.  
(3) The Tribunal must give notice that the order has been revoked.  
(4) A person must not in, or in connection with, a request for an interim order or for the renewal of an interim order make a statement that the person knows is false or misleading in a material respect. 
    Maximum penalty: 5 penalty units.  
(5) An interim order may be made or renewed even if:
(a) since receipt of the application, any procedure under this Act has not been followed or a function of the Tribunal has not been exercised in relation to the application, or
(b) the time, or extended time, for making written submissions on the application has not expired, or
(c) a right of appearance or representation has not been exercised.   
(6) An interim order continues in force until:
(a) the end of the period of 3 months that commenced with the making of the order or any earlier date specified in the order, or
(b) if application is duly made for its renewal—until the renewal is granted or refused, or
(c) if it is renewed—the end of the period of 6 months that commenced with the making of the order or any earlier date specified in the order.   
(7) Subsection (6) does not apply if the order is revoked by the Tribunal or the application is determined in accordance with another provision of this Act.",
ORDER 232 Settlement,SM15,232,P12'D4,Orders to settle disputes or rectify complaints,order,"(1) __Orders relating to complaints and disputes__  
    The Tribunal may, on application by an interested person, original owner or building manager, make an order to settle a complaint or dispute about any of the following:
(a) the operation, administration or management of a strata scheme under this Act,
(b) an agreement authorised or required to be entered into under this Act,
(c) an agreement appointing a strata managing agent or a building manager,
(d) an agreement between the owners corporation and an owner, mortgagee or covenant chargee of a lot in a strata scheme that relates to the scheme or a matter arising under the scheme,
(e) an exercise of, or failure to exercise, a function conferred or imposed by or under this Act or the by-laws of a strata scheme,
(f) an exercise of, or failure to exercise, a function conferred or imposed on an owners corporation under any other Act.   
(2) __Failure to exercise a function__  
    For the purposes of this section, an owners corporation, strata committee or building management committee is taken not to have exercised a function if:
(a) it decides not to exercise the function, or
(b) application is made to it to exercise the function and it fails for 2 months after the making of the application to exercise the function in accordance with the application or to inform the applicant that it has decided not to exercise the function in accordance with the application.   
(3) __Other proceedings and remedies__  
    A person is not entitled:
(a) to commence other proceedings in connection with the settlement of a dispute or complaint the subject of a current application by the person for an order under this section, or
(b) to make an application for an order under this section if the person has commenced, and not discontinued, proceedings in connection with the settlement of a dispute or complaint the subject of the application.   
(4) __Disputes involving management of part strata parcels__  
    The Tribunal must not make an order relating to a dispute involving the management of a strata scheme for a part strata parcel or the management of the building concerned or its site if:
(a) any applicable strata management statement prohibits the determination of disputes by the Tribunal under this Act, or
(b) any of the parties to the dispute fail to consent to its determination by the Tribunal.   
(5) The Tribunal must not make an order relating to a dispute involving a matter to which a strata management statement applies that is inconsistent with the strata management statement.  
(6) __Disputes relating to consent to development applications__  
    The Tribunal must consider the interests of all the owners of lots in a strata scheme in the use and enjoyment of their lots and the common property in determining whether to make an order relating to a dispute concerning the failure of an owners corporation for a strata scheme to consent to the making of a development application under the [Environmental Planning and Assessment Act 1979] relating to common property of the scheme.  
(7) __Excluded complaints and disputes__  
    This section does not apply to a complaint or dispute relating to an agreement that is not an agreement entered into under this Act, or the exercise of, or failure to exercise, a function conferred or imposed by or under any other Act, if another Act confers jurisdiction on another court or tribunal with respect to the subject-matter of the complaint or dispute and the Tribunal has no jurisdiction under a law (other than this Act) with respect to that subject-matter.",
ORDER 234 Covenant,SM15,234,P12'D4,Order enforcing positive covenant,order,"(1) The Tribunal may, on application by an authority having the benefit of a positive covenant, order an owners corporation for or owner of a lot in a strata scheme to comply with an obligation imposed by the covenant and relating to the maintenance, use, repair or insurance of a building or lot in the scheme, if the Tribunal considers that the owners corporation or owner has failed to comply with the obligation.  
(2) If the authority has been refused an injunction under section 88H of the [Conveyancing Act 1919], the Tribunal must not make an order to the same effect as the injunction refused.   ",
ORDER 235 Restrict utility,SM15,235,P12'D4,Orders enforcing restrictions on uses of utility lots,order,"(1) The Tribunal may, on application by an owners corporation, the lessor under a leasehold strata scheme or an owner or occupier of a lot in a strata scheme, order the owner of a utility lot and any other person who received notice of the application to refrain from committing a breach of a restriction imposed under section 63 of the [Strata Schemes Development Act 2015] on the use of the utility lot.  
(2) The Tribunal may, on application by the local council, order the owner of a utility lot and any other person who received notice of the application to refrain from committing a breach of a restriction imposed under section 63 of the [Strata Schemes Development Act 2015] on the use of the utility lot.",
ORDER 236 Entitlement,SM15,236,P12'D4,Order for reallocation of unit entitlements,order,"(1) __Tribunal may make order allocating unit entitlements__  
    The Tribunal may, on application, make an order allocating unit entitlements among the lots that are subject to a strata scheme in the manner specified in the order if the Tribunal considers that the allocation of unit entitlements among the lots:
(a) was unreasonable when the strata plan was registered or when a strata plan of subdivision was registered, or
(b) was unreasonable when a revised schedule of unit entitlement was lodged at the conclusion of a development scheme, or
(c) became unreasonable because of a change in the permitted land use, being a change (for example, because of a rezoning) in the ways in which the whole or any part of the parcel could lawfully be used, whether with or without planning approval.   
(2) __Matters to be taken into consideration__  
    In making a determination under this section, the Tribunal is to have regard to the respective values of the lots and to such other matters as the Tribunal considers relevant.  
(3) __Persons who may apply for order__  
    An application for an order under this section may be made by any of the following:
(a) an owner of a lot (whether or not a development lot) within the parcel for the strata scheme,
(b) the owners corporation,
(c) the lessor, in the case of a leasehold strata scheme,
(d) the local council, or by any other public authority or statutory body representing the Crown, being an authority or body that is empowered to impose a rate, tax or other charge by reference to a valuation of land.   
(4) __Application to be accompanied by valuation__  
    An application for an order must be accompanied by a certificate specifying the valuation, at the relevant time of registration or immediately after the change in the permitted land use, of each of the lots to which the application relates.  
(5) __Qualifications of person making valuation__  
    The certificate must have been given by a person who is a qualified valuer within the meaning of the [Strata Schemes Development Act 2015].  
(6) __Ancillary orders that may be made if original valuation unsatisfactory__  
    The Tribunal may, if it makes an order allocating unit entitlements that were not allocated in accordance with a valuation of a qualified valuer and, in the opinion of the Tribunal, were allocated unreasonably by an original owner, also order:
(a) the payment by the original owner to the applicant for the order of the costs incurred by the applicant, including fees and expenses reasonably incurred in obtaining the valuation and the giving of evidence by a qualified valuer, and
(b) the payment by the original owner to any or all of the following people of the amounts (if any) assessed by the Tribunal to represent any overpayments (due to the unreasonable allocation) for which liability arose not earlier than 6 years before the date of the order:
  (i) the lessor, in the case of a leasehold strata scheme,
  (ii) the owners corporation,
  (iii) the owners of lots.
(7) __Lodgment of order__  
    The owners corporation must ensure that a copy of an order made by the Tribunal under this section is lodged with the Registrar-General no more than 6 months after the order is made. Nothing in this section prevents a person who is entitled to apply for an order under this section from lodging a copy of an order made under this section.

> *Note* Section 246 contains provisions with respect to the recording of an order made under this section. ",
ORDER 237 Appointment,SM15,237,P12'D4,Orders for appointment of strata managing agent,order,"(1) __Order appointing or requiring the appointment of strata managing agent to exercise functions of owners corporation__  
    The Tribunal may, on its own motion or on application, make an order appointing a person as a strata managing agent or requiring an owners corporation to appoint a person as a strata managing agent:
(a) to exercise all the functions of an owners corporation, or
(b) to exercise specified functions of an owners corporation, or
(c) to exercise all the functions other than specified functions of an owners corporation.   
(2) __Order may confer other functions on strata managing agent__  
    The Tribunal may also, when making an order under this section, order that the strata managing agent is to have and may exercise:
(a) all the functions of the chairperson, secretary, treasurer or strata committee of the owners corporation, or
(b) specified functions of the chairperson, secretary, treasurer or strata committee of the owners corporation, or
(c) all the functions of the chairperson, secretary, treasurer or strata committee of the owners corporation other than specified functions.   
(3) __Circumstances in which order may be made__  
    The Tribunal may make an order only if satisfied that:
(a) the management of a strata scheme the subject of an application for an order under this Act or an appeal to the Tribunal is not functioning or is not functioning satisfactorily, or
(b) an owners corporation has failed to comply with a requirement imposed on the owners corporation by an order made under this Act, or
(c) an owners corporation has failed to perform one or more of its duties, or
(d) an owners corporation owes a judgment debt.   
(4) __Qualifications of person appointed__  
    A person appointed as a strata managing agent as a consequence of an order made by the Tribunal must:
(a) hold a strata managing agent’s licence issued under the [Property, Stock and Business Agents Act 2002], and
(b) have consented in writing to the appointment, which consent, in the case of a strata managing agent that is a corporation, may be given by the Secretary or other officer of the corporation or another person authorised by the corporation to do so.   
(5) __Terms and conditions of appointment__  
    A strata managing agent may be appointed as a consequence of an order under this section on the terms and conditions (including terms and conditions relating to remuneration by the owners corporation and the duration of appointment) specified in the order making or directing the appointment.  
(6) __Return of documents and other records__  
    A strata managing agent appointed as a consequence of an order under this section must cause a general meeting of the owners corporation to be held not later than 14 days before the end of the agent’s appointment and must on or before that meeting make arrangements to return to the owners corporation all documents and other records of the owners corporation held by the agent.  
(7) __Revocation of certain appointments__  
    An order may be revoked or varied on application and, unless sooner revoked, ceases to have effect at the expiration of the period after its making (not exceeding 2 years) that is specified in the order.  
(8) __Persons who may make an application__  
    The following persons may make an application under this section:
(a) a person who obtained an order under this Act that imposed a duty on the owners corporation or on the strata committee or an officer of the owners corporation and that has not been complied with,
(b) a person having an estate or interest in a lot in the strata scheme concerned or, in the case of a leasehold strata scheme, in a lease of a lot in the scheme,
(c) the authority having the benefit of a positive covenant that imposes a duty on the owners corporation,
(d) a judgment creditor to whom the owners corporation owes a judgment debt.",
ORDER 238 Committee,SM15,238,P12'D4,Orders relating to strata committee and officers,order,"(1) The Tribunal may, on its own motion or on application by an interested person, make any of the following orders:
(a) an order removing a person from a strata committee,
(b) an order prohibiting a strata committee from determining a specified matter and requiring the matter to be determined by resolution of the owners corporation,
(c) an order removing one or more of the officers of an owners corporation from office and from the strata committee.   
(2) Without limiting the grounds on which the Tribunal may order the removal from office of a person, the Tribunal may remove a person if it is satisfied that the person has:
(a) failed to comply with this Act or the regulations or the by-laws of the strata scheme, or
(b) failed to exercise due care and diligence, or engaged in serious misconduct, while holding the office.",
ORDER 239 Title,SM15,239,P12'D5,Orders relating to title to land,order,"(1) The Tribunal may determine a question of title to land only for the purpose of deciding a matter under this Act.  
(2) Any determination under this section does not have any force or effect except as provided by this Act. ",
ORDER 240 Misc,SM15,240,P12'D5,Tribunal may make order of another kind,order,The Tribunal may deal with an application for an order under a specified provision of this Act by making an order under a different provision of this Act if it considers it appropriate to do so.,
ORDER 241 Prohibit,SM15,241,P12'D5,Tribunal may prohibit or direct taking of specific actions,order,The Tribunal may order any person the subject of an application for an order to do or refrain from doing a specified act in relation to a strata scheme.,
CAT dismissal,SM15,242,P12'D5,Dismissal of application on certain grounds,action,"The Tribunal may dismiss an application for an order if:
(a) the ground for the application is the absence of a quorum at a meeting or a defect, irregularity or deficiency of notice or time, and
(b) the Tribunal believes no substantial injustice has resulted.   ",
CAT order notice,SM15,243,P12'D5,Copies of orders,"gov,oc,duty","(1) The Tribunal is to cause a copy of an order under this Act to be given to the owners corporation for the strata scheme to which the order relates (whether or not the owners corporation is a party to the proceedings).  
(2) The owners corporation must:
(a) display the copy of the order in a prominent position on the notice board of the owners corporation within 3 days after receiving it, and for 14 days after that, or
(b) if the owners corporation does not have a notice board, cause a further copy of the order to be given to each person whose name appears on the strata roll.",
CAT inspection,SM15,244,P12'D5,Tribunal to be provided with strata report and inspections,"oc,duty,action","(1) An owners corporation must, if required to do so by the Tribunal for the purposes of its functions under this Act, provide to the Tribunal:
(a) information under Division 2 of Part 10, or
(b) an opportunity to inspect items under that Division.   

    Maximum penalty: 5 penalty units.  
(2) The Tribunal is not liable to pay a fee for any information provided or inspection under this section.",
CAT imposing,SM15,245,P12'D5,Effect of certain orders imposing obligations on owners corporation,"oc,duty,action","(1) The terms of the following orders, to the extent to which they impose a requirement on an owners corporation, are taken to have effect as a resolution of the owners corporation to do what is needed to comply with the requirement:
(a) an order relating to a resolution under section 25 (except subsection (4)),
(b) an order relating to interest or contributions under section 85 or 87,
(c) an order relating to property under section 126, 127, 128, 129 or 130,
(d) an order relating to insurance under section 174 or 175,
(e) an order under section 232 in which the Tribunal declares that the order is to have effect as a decision of the owners corporation.   
(2) The owners corporation must cause the terms of any such order to be recorded in its minute book when it is given a copy of the order by the registrar.  
(3) If any such order specifies a period (a ___limitation period___) during which a resolution of an owners corporation purporting to alter the effect of the order would be inoperative, a resolution passed by the owners corporation during that period has no force or effect unless:
(a) it is a unanimous resolution, or
(b) it is passed on a motion submitted to a general meeting after being authorised, by order, by the Tribunal.   
(4) A resolution that is so authorised and passed may amend or revoke an order before the end of a limitation period.  
(5) An application to the Tribunal for an order authorising a motion for submission to a general meeting may be made by any person who, at the time of the application, could have applied for the order to which the proposed motion relates.",
Register orders,SM15,246,P12'D5,Recording in Register of effect of certain orders,action,"(1) The Registrar-General is to make any recordings in the Register with respect to an order under this Act that appear to the Registrar-General to be necessary or proper to give effect to the order if:
(a) a copy of the order, certified by the Tribunal as a true copy, has been lodged in the office of the Registrar-General, and
(b) the copy is accompanied by the certificate of title comprising the common property in the strata scheme, and
(c) any fee payable for the recordings has been paid.   
(2) The Registrar-General may waive the requirement for the certificate of title under subsection (1) if:
(a) the certificate of title has not been lodged within 21 days after written notice is given by the person lodging the copy of the order to the owners corporation requesting the lodging of the certificate of title, or
(b) an application under section 111 of the [Real Property Act 1900] for the issue of a new certificate of title has not been made within that period.",
Register reallocation,SM15,247,P12'D5,Changes to Register after orders allocating unit entitlements,oc,"(1) This section applies if:
(a) a copy of an order allocating unit entitlements among lots in a strata plan is lodged with the Registrar-General in accordance with this Act, or
(b) a copy of an order made by a superior court with respect to any such order is lodged with the Registrar-General and is certified by the appropriate officer of that court to be a true copy.   
(2) The Registrar-General must amend the schedule of unit entitlement recorded in the folio of the Register comprising the common property to which the order relates, to the extent necessary to give effect to the order.",
Recover penalty,SM15,248,P12'D5,Recovery of unpaid civil penalty,"lot,action","Any civil penalty imposed by the Tribunal as a result of a contravention of an order under this Act that is to be paid by an owner of a lot to the owners corporation may be recovered under this Act as if it were an amount of unpaid contributions.  
> *Note* Section 72 (3) of the [Civil and Administrative Tribunal Act 2013] provides for a civil penalty for a contravention of an order of the Tribunal. A monetary penalty of up to $11,000 for an individual and $22,000 for a corporation may be imposed for the contravention and may be recovered as a debt due to the Crown in a court of competent jurisdiction (see section 77 of that Act). Other penalties ordered to be paid by the Tribunal may also be recovered as debts under that Act (see section 78 of that Act).   
> *Note* Section 86 of this Act provides for the recovery of unpaid contributions. ",
SMA Investigation,SM15,249,P13'D1,Investigations by Secretary,"oc,action","(1) The Secretary may, if the Secretary believes on reasonable grounds that an offence under this Act has been or may be committed, exercise the following powers to investigate the grounds for the belief:
(a) enter common property,
(b) enter a lot at a reasonable time on notice given to the occupier,
(c) if the strata scheme concerned is for part of a building, enter any lot in any part strata parcel that includes part of the building concerned and any other part of the building or its site at a reasonable time on notice given to the occupier of that lot or other part,
(d) request an owners corporation to provide information to the Secretary and allow the Secretary to inspect its records under Division 2 of Part 10.   
(2) When exercising a power under this section, the Secretary may, if the Secretary thinks fit, be accompanied by:
(a) a member of the strata committee of the owners corporation, or
(b) a member of the building management committee (if any) for the building, or
(c) the strata managing agent (if any) for the strata scheme.   
(3) A person must not obstruct or hinder the Secretary, or a delegate of the Secretary, in the exercise of powers conferred by this section. 
    Maximum penalty: 5 penalty units.  
(4) An owners corporation must not fail to comply with a request under subsection (1) (d). 
    Maximum penalty: 5 penalty units.  
(5) No charge is payable by the Secretary in connection with a request made under subsection (1) (d).

> *Note*  The Secretary may delegate his or her functions under this Act (see section 257). ",
Penalty notice,SM15,250,P13'D1,Penalty notices,"lot,action","(1) An authorised officer may issue a penalty notice to a person if it appears to the officer that the person has committed a penalty notice offence.  
(2) A penalty notice offence is an offence against this Act or the regulations that is prescribed by the regulations as a penalty notice offence.  
(3) The [Fines Act 1996] applies to a penalty notice issued under this section.   
    > *Note* The [Fines Act 1996] provides that, if a person issued with a penalty notice does not wish to have the matter determined by a court, the person may pay the amount specified in the notice and is not liable to any further proceedings for the alleged offence.  
(4) The amount payable under a penalty notice issued under this section is the amount prescribed for the alleged offence by the regulations (not exceeding the maximum amount of penalty that could be imposed for the offence by a court).  
(5) This section does not limit the operation of any other provision of, or made under, this or any other Act relating to proceedings that may be taken in respect of offences.  
(6) In this section, __authorised officer__ means a person employed in the Department of Finance, Services and Innovation authorised in writing by the Secretary as an authorised officer for the purposes of this section.",
SMA court,SM15,251,P13'D1,Nature of proceedings for offences,action,Proceedings for an offence under this Act or the regulations may be dealt with summarily before the Local Court.,
Reasonable excuse,SM15,252,P13'D1,Proof of reasonable excuse,action,"In any proceedings for an offence against a provision of this Act or the regulations, the onus of proving that a person had a reasonable excuse (as referred to in the provision) lies with the defendant and must be proved on the balance of probabilities.",
Other remedies,SM15,253,P13'D2,Other rights and remedies not affected by this Act,action,"(1) Nothing in this Act derogates from any rights or remedies that an owner, mortgagee or chargee of a lot in a strata scheme or an owners corporation or covenant chargee may have in relation to any lot or common property apart from this Act.  
(2) In any proceedings to enforce any such right or remedy, the court in which the proceedings are taken must order the plaintiff to pay the defendant’s costs if the court is of the opinion that, having regard to the subject-matter of the proceedings, the taking of the proceedings was not justified because this Act or Part 4 of the [Community Land Management Act 1989] makes adequate provision for the enforcement of those rights or remedies.  
(3) The defendant’s costs are to be as determined by the court.",
OC represents owners,SM15,254,P13'D2,Owners corporation may represent owners in certain proceedings,"oc,def,action","(1) This section applies to proceedings in relation to common property.  
(2) If the owners of the lots in a strata scheme are jointly entitled to take proceedings against any person or are liable to have proceedings taken against them jointly, the proceedings may be taken by or against the owners corporation.  
(3) Any judgment or order given or made in favour of or against the owners corporation in any such proceedings has effect as if it were a judgment or order given or made in favour of or against the owners.  
(4) A contribution required to be made by an owner of a lot to another owner in relation to the judgment debt is to bear the same proportion to the judgment debt as the unit entitlement of the contributing owner bears to the aggregate unit entitlement.",
Proceeding as agent,SM15,255,P13'D2,Structural defects—proceedings as agent,"oc,action","(1) An interested person may take proceedings for the rectification of the condition of a part of a building, or a part of the site of a building, if that condition affects or is likely to affect the support or shelter provided by that part to any other part of the building or its site.  
(2) The proceedings may be taken only if:
(a) they could have been taken by an owner of a lot or by another person in whom is vested an estate in fee simple in a part of the building or its site, and
(b) they have not been taken by the owner or other person within a reasonable time.   
(3) The proceedings are taken by an interested person as agent for the person who might have taken the proceedings and at the cost of the interested person.  
(4) In this section, __interested person__ means:
(a) the owners corporation for the strata scheme for the building or, if part of the building is included in a part strata parcel, of any strata scheme for part of the building, or
(b) the lessor, in the case of a leasehold strata scheme, or
(c) any person in whom is vested an estate in fee simple or, in the case of a leasehold strata scheme, a leasehold estate, registered under the [Real Property Act 1900] in any part of the building or its site that is not included in a part strata parcel.",
Gov secretary,SM15,256,P14,Functions of Secretary,gov,"The functions of the Secretary under this Act include the following:
(a) investigating and carrying out research into matters relating to or affecting strata schemes,
(b) investigating and attempting to resolve complaints and disputes relating to strata schemes and taking any action that the Secretary thinks appropriate,
(c) prosecuting any offence established by or under this Act,
(d) providing information to owners or occupiers of lots in strata schemes, owners corporations, lessors of leasehold strata schemes, strata managing agents and the public about this Act and the services provided by the Secretary and the Tribunal,
(e) investigating and reporting on any matters, or making inquiries in relation to any matters, referred to the Secretary by the Minister in connection with this Act.",
Gov delegation,SM15,257,P14,Delegation by Secretary,gov,"The Secretary may delegate the exercise of any function of the Secretary under this Act (other than this power of delegation) to:
(a) any member of staff of the Department of Finance, Services and Innovation, or
(b) any person, or any class of persons, authorised for the purposes of this section by the regulations.",
Tenancy notices,SM15,258,P14,Tenancy notice to be given to owners corporation of leases or subleases,"oc,tenant","(1) If a lot is leased, the lessor must give notice of the lease, in accordance with this section, to the owners corporation not later than 14 days after the commencement of the lease. 
    Maximum penalty: 5 penalty units.  
(2) If a lot is subleased, the sub-lessor must give notice of the sublease, in accordance with this section, to the owners corporation not later than 14 days after the commencement of the sublease. 
    Maximum penalty: 5 penalty units.  
(3) If a lease or sublease of a lot is assigned, the assignor must give notice of the assignment, in accordance with this section, to the owners corporation not later than 14 days after the execution of the assignment. 
    Maximum penalty: 5 penalty units.  
(4) The notice must be in writing and specify:
(a) the name of the tenant and an address for service of the tenant, and
(b) the date of commencement or assignment of the lease or sublease, as the case requires, and
(c) the name of any agent acting for the owner in respect of the lease or sublease.     

 > *Note* An address for service of notices may be an Australian postal address or other electronic address, including an email address (see section 261).  

(5) This section does not apply to the lease of a lot by the lessor of a strata leasehold scheme to a lessee who is the owner of a lot.  
(6) A notice under this section is to be given to the original owner if it is given during the initial period of the owners corporation for a strata scheme.",
Person liable,SM15,260,P14,Personal liability ,"oc,sc","(1) A matter or thing done or omitted to be done by any of the following persons, or a person acting under the direction of any of those persons, does not, if the matter or thing was done or omitted to be done in good faith for the purpose of executing functions as such a person under this or any other Act, subject any of the following persons or person so acting personally to any action, liability, claim or demand:
(a) an officer of an owners corporation,
(b) a member of a strata committee.   
(2) Any such liability of an officer of an owners corporation or a member of a strata committee attaches instead to the owners corporation.",
Serve address,SM15,261,P14,Address for service,def,An address for service given under this Act may be an Australian postal address or an email address.,
OC address,SM15,262,P14,Service of documents on an owners corporation,"oc,def","(1) A summons or other legal process may be given to an owners corporation by leaving it with the chairperson or secretary of the owners corporation, any member of the strata committee or the strata managing agent (if any) or by posting it, by prepaid mail, to the owners corporation at its address recorded in the folio of the Register comprising the common property.  
(2) A document other than a summons or other legal process may be given to an owners corporation:
(a) by leaving it with the chairperson or secretary of the owners corporation or a member of the strata committee or in the letterbox of the owners corporation, or
(b) by posting it, by prepaid mail, to the owners corporation at its address recorded in the folio of the Register comprising the common property, or
(c) by emailing it to an email address specified by the chairperson or secretary of the owners corporation or a member of the strata committee for the service of documents.",
OC serving,SM15,263,P14,Service of documents by owners corporation and others ,"oc,duty","(1) __Application of section__  
    This section applies to a notice or other document required or authorised under this Act or the by-laws to be given by the Secretary, the Tribunal, an owners corporation, the lessor of a leasehold strata scheme, the original owner, a strata committee, the secretary of an owners corporation or a strata managing agent and is subject to the other provisions of this Act.  
(2) __Service on occupier of lot__  
    A notice or other document may be given to the occupier of a lot:
(a) by post at the address of the lot, or
(b) by leaving it at the address of the lot with a person apparently of or above the age of 16 years.   
(3) __Service where address is included in strata roll__  
    If an address for the service of notices on a person is recorded in the strata roll or has been notified in a tenancy notice, a document may be given to the person:
(a) in the case of a postal address, by post at that address, or
(b) by leaving it at that address with a person apparently of or above the age of 16 years, or
(c) in the case of an email address, by email to an email address specified for the service of documents.   
(4) __Service on owner of lot__  
    A document may be given to the owner of a lot in accordance with subsection (3) or if no address for service is recorded on the strata roll:
(a) personally, or
(b) by post at the address of the lot, or
(c) by leaving it on a part of the lot that is the owner’s place of residence or business (otherwise than on a part of the lot provided for the accommodation of a vehicle or as a storeroom), or
(d) by leaving it in a place provided on the parcel for receiving mail posted to the lot, or
(e) in any other manner authorised by the by-laws for the service of notices on owners. 
(5) __Service of notice to produce certain records and property__
    Notice under section 182 may be given to a person:
(a) personally or by post, or
(b) by leaving it with a person apparently of or above the age of 16 years at the place of residence or place of business of the person who is to be given the notice.   
(6) __Service on person where building included in part strata parcel__  
    A document may be given to a person in whom is vested an estate in fee simple, or, in the case of a leasehold strata scheme, a leasehold estate registered under the [Real Property Act 1900], in part of a building or its site, another part of which is included in a part strata parcel, in any manner provided by section 170 of the [Conveyancing Act 1919].",
Serve requirements,SM15,264,P14,Service of documents,def,"(1) A document that is authorised or required by this Act or the regulations to be given to any person (other than as required by section 262 or 263) may be given by:
(a) in the case of an individual:
  (i) delivering it to the person personally, or
  (ii) sending it by post to the address specified by the person for the giving of documents or, if no such address is specified, the residential or business address of the person last known to the person giving the document, or
  (iii) emailing it to an email address specified by the person for the service of documents, or   
(b) in the case of a body corporate:
  (i) leaving it with a person apparently of or above the age of 16 years at, or by sending it by post to, the head office, a registered office or a principal office of the body corporate or to an address specified by the body corporate for the giving or service of documents, or
  (ii) emailing it to an email address specified by the body corporate for the service of documents.   
(2) Nothing in this section affects the operation of any provision of a law or of the rules of a court authorising a document to be given to a person in any other manner.",
Statutory apportion,SM15,267,P14,Apportionment of statutory charges,gov,"(1) This section applies to expenditure by a public authority that would, because of any Act or of anything done under the authority of any Act (including the registration of a covenant charge), be a charge on the land comprised in a parcel if the parcel were not the subject of a strata scheme.  
(2) The expenditure is a charge on:
(a) in the case of a freehold strata scheme, each lot in the strata scheme for an amount bearing to the whole of that expenditure the same proportion as the unit entitlement of that lot bears to the aggregate unit entitlement, or
(b) in the case of a leasehold strata scheme, the lease of each lot in the strata scheme for an amount bearing to the whole of that expenditure the same proportion as the unit entitlement of that lot bears to the aggregate unit entitlement.   
(3) The owner or mortgagee of a lot the subject of a charge referred to in this section may pay to the authority entitled to the charge the amount of the charge and on payment:
(a) the lot or the lease and the appurtenant beneficial interest in the common property are freed from the charge, and
(b) the authority has no legal rights against the owner of the lot or lease or appurtenant beneficial interest in common property in relation to the subject-matter of the charge.",
Notice to OC,SM15,269,P14,Notices under [Real Property Act 1900] to owners corporation taken to be notices to owners,"oc,def","A notice given to an owners corporation under Part 2, 4 or 15 of the [Real Property Act 1900] is taken to have been given to each owner of a lot in the strata scheme concerned in the absence of evidence that the contents of the notice were not communicated by the owners corporation to any owner of such a lot.",
Contractual limitation,SM15,270,P14,Contracting out prohibited,def,"(1) The provisions of this Act and the regulations have effect despite any stipulation to the contrary in any agreement, contract or arrangement entered into after the commencement of this section.  
(2) No agreement, contract or arrangement, whether oral or wholly or partly in writing, entered into after the commencement of this section operates to annul, vary or exclude any of the provisions of this Act or the regulations.",
SM Regs,SM15,271,P14,Regulations,"def,gov","(1) The Governor may make regulations, not inconsistent with this Act, for or with respect to any matter that by this Act is required or permitted to be prescribed or that is necessary or convenient to be prescribed for carrying out or giving effect to this Act.  
(2) In particular, the regulations may make provision for or with respect to the following:
(a) the forms to be used for the purposes of this Act,
(b) the fees to be paid for applications made to the Secretary under this Act and the remission of fees,
(c) the nomination and election of members of strata committees,
(d) alternative dispute resolution under this Act,
(e) the procedure for meetings of the owners corporation of a large strata scheme,
(f) the delegation of functions of the owners corporation of a large strata scheme,
(g) the decisions or classes of decisions that may or may not be made by the strata committee of a large strata scheme,
(h) the functions of officers of an owners corporation of a large strata scheme,
(i) the management of the administrative fund or capital works fund of the owners corporation of a large strata scheme,
(j) the exclusion of a particular class or classes of strata scheme from any or all of the provisions o
(k) requiring information and other matters to be brought to the attention of owners and strata committee members in respect of the provision of legal services to an owners corporation,
(l) requirements for agreements between owners corporations and local councils relating to strata parking areas under section 650A of the [Local Government Act 1993],
(m) the service of documents by electronic means under this Act,
(n) the form in which documents required to be provided or delivered under this Act may be so provided or delivered.",
OC seal,SM15,272,P14,Persons who may keep seals of owners corporations,"def,oc,reg","(1) If an owners corporation has only one owner, the seal of the owners corporation must be kept by the owner or by the strata managing agent of the owners corporation.  
(2) If an owners corporation has 2 or more owners, the seal of the owners corporation must be kept:
(a) by an owner, or member of the strata committee, that the owners corporation determines is to keep the seal or, in the absence of a determination, by the secretary of the owners corporation, or
(b) by the strata managing agent of the owners corporation.   
(3) A strata managing agent is entitled to custody of the seal of an owners corporation only to permit the exercise of the strata managing agent’s functions.  
(4) Section 50 (2) and (3) of the [Interpretation Act 1987] do not apply to an owners corporation.  

  > *Note* Section 50 (1) (b) of the [Interpretation Act 1987] provides that statutory corporations are to have a seal. Section 50 (2) and (3) of the [Interpretation Act 1987] contain provisions relating to the keeping of the seal of a statutory corporation and the authentication of documents by a statutory corporation.",
