name,of,at,in,title,tags,body,see
Finance audit,SM15,95,P5'D3,Auditing of accounts and financial statements,"oc,duty","        (1)  The owners corporation for a large strata scheme, or a strata scheme for which the annual budget exceeds $250,000 (or another amount prescribed for the purposes of this section by the regulations), must ensure that the accounts and financial statements of the owners corporation are audited before presentation to the annual general meeting.
        (2)  The owners corporation for any other strata scheme may determine that the accounts and financial statements of the owners corporation are to be audited.
        (3)  An audit of the accounts and financial statements of an owners corporation under this section must be carried out in accordance with the Australian Auditing Standards.
        (4)  The regulations may specify the manner in which the annual budget of a strata scheme is to be determined for the purposes of this section.",
OC financial recording,SM15,96,P5'D4,Accounting records must be kept by owners corporation,"oc,offence","(1)  An owners corporation must keep accounting records in accordance with this Division.
Maximum penalty: 5 penalty units.
(2)  The accounting records may be made and stored in the form determined by the owners corporation.
(3)  Separate accounting records must be kept for the administrative fund, the capital works fund and any other fund kept by the owners corporation.
(4)  The regulations may prescribe accounting records that are required to be kept by an owners corporation.",
Receipts record,SM15,97,P5'D4,Receipts,"sc,duty","(1)  The treasurer of an owners corporation must, if requested to do so, issue a receipt for each payment received by the treasurer for the owners corporation and must cause a record to be kept of the details of such receipts.
(2)  Each receipt must contain the information prescribed by the regulations for the purposes of this section.",
Finance accounting,SM15,98,P5'D4,Transaction records,"sc,duty","(1)  The treasurer of an owners corporation must record particulars of money received or money disbursed by the owners corporation as soon as practicable after each transaction occurs.
(2)  The treasurer must balance the records of transactions and carry the balance forward at the end of each prescribed period.
(3)  At the end of each prescribed period, the treasurer must compare the entries in the records of transactions with the banking records for the account of the owners corporation and enter in the records of transactions:
(a)  the amounts credited to the account and appearing in the banking records for which no receipt had been given, and
(b)  the amounts debited to the account and appearing in the banking records for which no cheque had been drawn.
(4)  Any necessary reconciliation (showing the balance in the account of the owners corporation as indicated in the banking records, and adding any money received but not banked and deducting any cheques drawn but not presented for payment) must be entered by the treasurer in the record of transactions at the end of the entries for the relevant prescribed period.
(5)  **In this section:**
       prescribed period means 12 months or, if an annual general meeting of the owners corporation determines a shorter period, that shorter period.",
Levy register,SM15,99,P5'D4,Levy Register,"sc,duty","The treasurer of an owners corporation must keep a levy register that includes, for each lot in the strata scheme (other than a utility lot), the following particulars in relation to contributions payable:
    (a)  the date on which the contribution is due and payable,
    (b)  the type of contribution and the period in respect of which it is to be made,
    (c)  the amount of the contribution levied shown as a debit,
    (d)  the amount of each payment shown as a credit,
    (e)  the date on which each payment relating to the contribution is made,
    (f)  whether a payment made was made in cash or in some other specified manner,
    (g)  whether an amount paid comprised full payment or part payment,
    (h)  details of any discount given for early payment,
    (i)  the balance of the account",
OC loans,SM15,100,P5'D5,Power to borrow money,"oc,def","(1)  An owners corporation may borrow money and secure the repayment of money and of any interest in any manner agreed between the owners corporation and the lender, otherwise than by charging the repayment on the common property.
(2)  An owners corporation must not borrow money, or secure the payment of money and interest, unless a resolution approving the relevant loan has been passed at a general meeting of the owners corporation.",
Treasury exercise,SM15,101,P5'D5,Persons who can exercise functions relating to the finances and accounts of the owners corporation,"sc,duty,offence","A person must not exercise any of the functions of an owners corporation or the treasurer of an owners corporation relating to the receipt or expenditure of, or accounting for, money of the owners corporation or the keeping of the books of account of the owners corporation unless the person is:
    (a)  the treasurer of the owners corporation, or
    (b)  a strata managing agent who is empowered to exercise the function, or
    (c)  a person with whom the treasurer of the owners corporation is required by a decision of the strata committee to exercise the function jointly, and who is enabling the treasurer to comply with the decision, or
    (d)  a member of CPA Australia, or a member of the Institute of Chartered Accountants Australia and New Zealand, authorised by the owners corporation to exercise the function, or
    (e)  a member of the Institute of Public Accountants authorised by the owners corporation to exercise the function, or
    (f)  during the initial period only—a person authorised by the owners corporation to exercise the function.

Maximum penalty: 5 penalty units.",
OC spend limits,SM15,102,P5'D5,Limits on spending by large strata schemes,"oc,def","(1)  An owners corporation for a large strata scheme must obtain at least 2 quotations in relation to proposed expenditure in respect of any one item or matter if the proposed expenditure will exceed the amount prescribed by the regulations for the purposes of this section.
(2)  An owners corporation for a large strata scheme must not spend on an item or matter an amount greater than the amount specified for the item or matter (plus 10%) in estimates provided for that item or matter at an annual general meeting.
(3)  The owners corporation may by a resolution passed at a general meeting remove the limitation imposed by subsection (2) generally or in relation to any particular item or matter.
(4)  This section does not apply to expenditure for emergency purposes, including (but not limited to) the following:
  (a)  burst or blocked water or sewerage pipes,
  (b)  serious damage caused by fire or storm or any other natural disaster,
  (c)  unexpected electrical or security system failure,
  (d)  glass breakages that affect the security of any building in the strata scheme or could result in damage to the inside of any such building.",
OC approves legal,SM15,103,P5'D5,Legal services to be approved by general meeting,"oc,def","(1)  An owners corporation or strata committee of an owners corporation must not obtain legal services for which any payment may be required unless a resolution approving the obtaining of those services is passed at a general meeting of the owners corporation.
(2)  An owners corporation or strata committee may obtain legal services without obtaining approval under this section if:
  (a)  it is of the opinion that urgent action is necessary to protect the interests of the owners corporation, and
  (b)  the cost of the legal services does not exceed $10,000 or another amount prescribed by the regulations for the purposes of this subsection.
(3)  Approval under this section is not required for the following:
  (a)  to obtain legal advice before commencing legal action,
  (b)  to take legal action to recover unpaid contributions, interest on unpaid contributions or related expenses,
  (c)  to take any other legal action prescribed by the regulations for the purposes of this section.
(4)  A failure by an owners corporation or the strata committee of an owners corporation to obtain an approval under this section does not affect the validity of any proceedings or other legal action taken by the owners corporation.
(5)  In this Division: legal services includes obtaining legal advice and taking legal action.",
Tribunal expenses,SM15,104,P5'D5,Restrictions on payment of expenses incurred in Tribunal proceedings,"oc,def","(1)  An owners corporation cannot, in respect of its costs and expenses in proceedings brought by or against it for an order by the Tribunal, levy a contribution on another party who is successful in the proceedings.
(2)  An owners corporation that is unsuccessful in proceedings brought by or against it for an order by the Tribunal cannot pay any part of its costs and expenses in the proceedings from its administrative fund or capital works fund, but may make a levy for the purpose.
(3)  In this section, a reference to proceedings includes a reference to proceedings on appeal from the Tribunal.",
Disclose actions,SM15,105,P5'D5,Disclosure of matters relating to legal costs,"sc,oc,duty","If a disclosure under another Act is made to an owners corporation in respect of the costs of legal services to be provided to the owners corporation and the legal services are services for which approval is required under section 103, the owners corporation must give a copy of the disclosure to each owner and strata committee member not later than 14 days after the disclosure being made.",
CP maintain repair ,SM15,106,P6'D1,Duty of owners corporation to maintain and repair property,"lot,action,oc,duty","(1)  An owners corporation for a strata scheme must properly maintain and keep in a state of good and serviceable repair the common property and any personal property vested in the owners corporation.
(2)  An owners corporation must renew or replace any fixtures or fittings comprised in the common property and any personal property vested in the owners corporation.
(3)  This section does not apply to a particular item of property if the owners corporation determines by special resolution that:
(a)  it is inappropriate to maintain, renew, replace or repair the property, and
(b)  its decision will not affect the safety of any building, structure or common property in the strata scheme or detract from the appearance of any property in the strata scheme.
(4)  If an owners corporation has taken action against an owner or other person in respect of damage to the common property, it may defer compliance with subsection (1) or (2) in relation to the damage to the property until the completion of the action if the failure to comply will not affect the safety of any building, structure or common property in the strata scheme.
(5)  An owner of a lot in a strata scheme may recover from the owners corporation, as damages for breach of statutory duty, any reasonably foreseeable loss suffered by the owner as a result of a contravention of this section by the owners corporation.
(6)  An owner may not bring an action under this section for breach of a statutory duty more than 2 years after the owner first becomes aware of the loss.
(7)  This section is subject to the provisions of any common property memorandum adopted by the by-laws for the strata scheme under this Division, any common property rights by-law or any by-law made under section 108.

(8)  This section does not affect any duty or right of the owners corporation under any other law.",
OC maintain duty,SM15,106(1),P6'D1,Duty of owners corporation to maintain and repair property (1),"oc,duty",An owners corporation for a strata scheme must properly maintain and keep in a state of good and serviceable repair the common property and any personal property vested in the owners corporation.,
Property vested,SM15,106(2),P6'D1,Duty of owners corporation to maintain and repair property (2),"oc,duty",An owners corporation must renew or replace any fixtures or fittings comprised in the common property and any personal property vested in the owners corporation.,
106 damages,SM15,106(5),P6'D1,Duty of owners corporation to maintain and repair property (5),"lot,action,oc","An owner of a lot in a strata scheme may recover from the owners corporation, as damages for breach of statutory duty, any reasonably foreseeable loss suffered by the owner as a result of a contravention of this section by the owners corporation.",OC maintain duty
106 liability limit,SM15,106(6),P6'D1,Duty of owners corporation to maintain and repair property (6),"lot,action,oc",An owner may not bring an action under this section for breach of a statutory duty more than 2 years after the owner first becomes aware of the loss.,
CP memorandum,SM15,106(7),P6'D1,Duty of owners corporation to maintain and repair property (7),"lot,action,oc","This section is subject to the provisions of any common property memorandum adopted by the by-laws for the strata scheme under this Division, any common property rights by-law or any by-law made under section 108.
",
ORDER 125 Dispose goods,SM15,125,P6'D5,Disposal of abandoned goods on common property,order,"The regulations may make provision for or with respect to the following matters:
(a)  conferring power on an owners corporation to store or dispose of, or authorise the disposal of, goods left on common property,
(b)  notices to owners and other persons as to disposal or proposed disposal of goods by an owners corporation,
(c)  the passing of title to any goods on disposal by an owners corporation,
(d)  the payment of the proceeds of disposal of goods by an owners corporation,
(e)  conferring jurisdiction on the Tribunal to make directions and orders relating to the disposal of goods, including orders for the payment of compensation and as to the payment of the costs of disposing of goods.",
ORDER 126 Property alteration,SM15,126,P6'D6,Orders relating to alterations and repairs to common property and other property,order,"(1) Order requiring owners corporation to carry out work on common property The Tribunal may, on application by a lessor of a leasehold strata scheme or an owner of a lot in a strata scheme, order the owners corporation to consent to work proposed to be carried out by an owner of a lot if the Tribunal considers that the owners corporation has unreasonably refused its consent and the work relates to any of the following:
(a)  minor renovations or other alterations to common property directly affecting the owner’s lot,
(b)  carrying out repairs to common property or any other property of the owners corporation directly affecting the owner’s lot.
(2) Order consenting to owner’s work on owners corporation property The Tribunal may, on application by a lessor of a leasehold strata scheme or an owner of a lot in a strata scheme, make an order (a work approval order) approving of minor renovations or alterations or repairs already made by an owner to common property or any other property of the owners corporation directlyaffecting the owner’s lot if the Tribunal considers that the owners corporation unreasonably refused its consent to the minor renovations or alterations or repairs.
(3)  A work approval order is taken to be the consent of the owners corporation to the renovations, alterations or repairs and may provide that it has effect from a day specified in the order that occurred before theorder was made.
(4)  In deciding whether to grant a work approval order or to provide for the order to have effect from a day that occurred before the date of the order, the Tribunal may take into account the conduct of the parties in the proceedings, for example, if an owner did not first seek the consent of the owners corporation before carrying out the renovations, alterations or repairs.
(5) Responsibility for ongoing repair and maintenance of affected property The Tribunal may specify in an order under this section whether the owners corporation or the owner of the lot has the ongoing responsibility for the repair and maintenance of any additional property arising out of a minor renovation or alteration or repair to common property approved under the order.
(6)  If an order provides for the owner of a lot to have the ongoing responsibility for the repair and maintenance of any such additional property, the order also has effect in relation to any subsequent owner of the lot.",
ORDER 132 Rectification done,SM15,132,P6'D6,Rectification where work done by owner,order,"(1)  The Tribunal may, on application by an owners corporation for a strata scheme, make either of the following orders if the Tribunal is satisfied that work carried out by or for an owner or occupier on any part of the parcel of the scheme has caused damage to common property or another lot:
(a)  an order that the owner or occupier performs the work or takes other steps as specified in the order to repair the damage,
(b)  an order that the owner or occupier pay to the owners corporation or the owner of the lot a specified amount for the cost of repairs of the damage and any associated costs, including insurance and legal costs.
(2)  An amount payable by an owner or occupier to an owners corporation under this section is payable, and may be recovered, under this Act as if it were an amount of unpaid contributions.
Note. Section 86 provides for the recovery of unpaid contributions.",
ORDER 148 By-law revoke,SM15,148,P7'D5,Order revoking amendment of by-law or reviving repealed by-law,order,"(1)  The Tribunal may, on application by a person entitled to vote on the amendment or repeal of a by-law or addition of a new by-law or the lessor of a leasehold strata scheme, make one of the following orders:
(a)  an order that the amendment be revoked,
(b)  an order that the repealed by-law be revived,
(c)  an order that the additional by-law be repealed.
(2)  The Tribunal may make an order only if the Tribunal considers that, having regard to the interest of all owners of lots in a strata scheme in the use and enjoyment of their lots or the common property, the change to the by-laws should not have been made by the owners corporation.
(3)  An order under this section, when recorded under section 246, has effect as if its terms were a by-law (but subject to any relevant order made by a superior court).
(4)  When making an order under this section in relation to a common property rights by-law, the Tribunal may direct the payment by the owners corporation of compensation to the owner of the lot, or owners of the lots, referred to in the by-law.
Note. Section 78 of the Civil and Administrative Tribunal Act 2013 provides for the recovery as a judgment debt of amounts ordered to be paid by the Tribunal.
(5)  An order under this section operates on and from the date on which it is so recorded or from an earlier date specified in the order.",
ORDER 150 By-law invalid,SM15,150,P7'D5,Order invalidating by-law,order,"(1)  The Tribunal may, on the application of a person entitled to vote on the motion to make a by-law or the lessor of a leasehold strata scheme, make an order declaring a by-law to be invalid if the Tribunal considers that an owners corporation did not have the power to make the by-law or that the by-law is harsh, unconscionable or oppressive.
(2)  The order, when recorded under section 246, has effect as if its terms were a by-law repealing the by-law declared invalid by the order (but subject to any relevant order made by a superior court).
(3)  An order under this section operates on and from the date on which it is so recorded or from an earlier date specified in the order.",
OC insure building,SM15,160,P9'D1,Owners corporation to insure building,"oc,duty","(1)  The owners corporation for a strata scheme for the whole of a building must insure the building and keep the building insured under a contract of insurance, in accordance with this Division, that insures the building if it is destroyed or damaged by fire, lightning, explosion or any other occurrence specified in the policy (a damage policy).
Maximum penalty: 5 penalty units.
(2)  The owners corporation for each strata scheme for part of a building and any other person in whom is vested an estate in fee simple in part of the building that is not included in the parcel of the strata scheme must insure the building and keep the building insured under a damage policy.
Maximum penalty: 5 penalty units.
(3)  In any proceedings for an offence under subsection (2), it is a defence to establish that the defendant was willing to join in the insurance of a building under a damage policy but that the policy could not be taken out because another person specified in that subsection was unwilling to join in the application for that policy.
(4)  This section does not apply to an owners corporation for a strata scheme comprising 2 lots if:
(a)  the owners corporation so determines by unanimous resolution, and
(b)  the buildings comprised in one of those lots are physically detached from the buildings comprised in the other lot, and
(c)  no building or part of a building in the strata scheme is situated outside those lots.
(5)  A damage policy may consist of one or more policies of insurance.",
ORDER 162 Insurance payable,SM15,162,P9'D1,Insurance premiums where strata scheme is for part only of building,order,"(1)  This section applies if a requirement is imposed on an owners corporation for a strata scheme for part of a building and any other person to insure the building under a damage policy.
(2)  The premium for a damage policy is to be paid by the owners corporation or other person according to the proportion that the replacement value of the part (or parts) of the building subject to the strata scheme or held in fee simple by the other person bears to the replacement value of the whole building.
(3)  The Tribunal may, on application by an owners corporation or other person liable to pay a proportion of a premium, determine the replacement value and proportion payable. The determination is binding on each person liable to pay a proportion.
(4)  The Tribunal may, on application by any person liable under this section to pay a proportion of a premium, make an order adjusting the proportion payable by a person to reflect that the use to which a part of a building in which that person has the fee simple is put causes an insurance premium under this section to be greater than it would be if it were not put to that use.",
Insurance quotations,SM15,166,P9'D1,Strata managing agent to obtain insurance quotations,"sa,duty",A strata managing agent must provide the owners corporation with not less than 3 quotations from different providers for each type of insurance proposed by the agent to the owners corporation or provide written reasons to the owners corporation if less than 3 quotations are provided.,
Owner action,SM15,171,P9'D2,Action against owners corporation by owner,"oc,def","An owner of a lot may bring any action against the owners corporation of which the owner is a member that the owner might have brought against the owners corporation if the owner had not been such a member.
",
ORDER 187 Confirm roll,SM15,187,P10'D3,Order confirming information for strata roll,order,"(1)  The Tribunal may, on application by an owners corporation, owner or other person having or acquiring an estate or interest in a lot in a strata scheme, order an owners corporation to enter information contained in a strata interest notice in the strata roll if a person fails to provide the required written confirmation of the notice.
(2)  In making the order, the Tribunal may amend the information in the strata interest notice to which the order relates in any manner the Tribunal thinks fit.
(3)  The Tribunal must dismiss an application for an order if the Tribunal considers that the rights of any person would be prejudiced if the order were made.
(4)  A copy of an order under this section given to an owners corporation is taken to be a strata interest notice given to the owners corporation and information entered on a strata roll in accordance with the order is taken to have been entered from a notice with any written confirmation required.",
ORDER 188 Supply records,SM15,188,P10'D3,Order to supply information or documents,order,"(1)  The Tribunal may, on application by a person, order an owners corporation, strata managing agent, officer or former strata managing agent of an owners corporation to supply to the applicant information that the Tribunal considers that the owners corporation, strata managing agent, officer or former strata managing agent has wrongfully withheld from the applicant and to which the applicant is entitled under this Act.
(2)  The Tribunal may, on application by a person, order an owners corporation, strata managing agent, officer or former strata managing agent of an owners corporation to supply or make available to the applicant a record or document if:
(a)  the Tribunal considers that the owners corporation, strata managing agent, officer or former strata managing agent has wrongfully failed to make the record or document available for inspection by the applicant or the applicant’s agent, and
(b)  the applicant is entitled under this Act to inspect the record or document.

(3)  The order may specify the manner in which information is to be supplied or made available",
Defs (mediation),SM15,217,P12'D2,Definitions (Alternative dispute resolution by Secretary),def,"In this Part:
mediation - means a structured negotiation process in which the mediator, as a neutral and independent party, assists the parties to a dispute to achieve their own resolution of the dispute.
mediation session - means a meeting arranged for the mediation of a matter under this Part and, for the purposes of the provisions of this Division relating to privilege, disclosure and admissibility, includes steps taken in the course of arranging or following-up a session.
mediator - means the Secretary or any person approved by the Secretary in writing to be a mediator for the purposes of this Division.",
Mediated matter,SM15,218,P12'D2,Matters that may be subject to mediation,action,"(1)  A person may apply to the Secretary for mediation of any matter for which an order may be sought from the Tribunal under this Act.
(2)  On receipt of an application for mediation, the Secretary must, if the Secretary thinks the circumstances of the case are appropriate, arrange for mediation in accordance with the regulations.
(3)  The Secretary may dismiss an application for mediation if the Secretary believes that the application is frivolous, vexatious, misconceived or lacking in substance.
",Defs (mediation)
ORDER 231 Interim,SM15,231,P12'D4,Interim orders,order,"(1)  If an applicant for an order by the Tribunal under this Act requests the making of an interim order and the Tribunal is satisfied on reasonable grounds that urgent considerations justify the making of the order, the Tribunal may:
(a)  make an interim order in the form of any order that could otherwise be made by the Tribunal, and
(b)  renew the interim order by giving notice that the order is renewed if a request for its renewal is made not later than 3 months after the order was made.
(2)  The Tribunal may revoke an interim order, or a renewal of an order.
(3)  The Tribunal must give notice that the order has been revoked.
(4)  A person must not in, or in connection with, a request for an interim order or for the renewal of an interim order make a statement that the person knows is false or misleading in a material respect.
Maximum penalty: 5 penalty units.
(5)  An interim order may be made or renewed even if:
(a)  since receipt of the application, any procedure under this Act has not been followed or a function of the Tribunal has not been exercised in relation to the application, or
(b)  the time, or extended time, for making written submissions on the application has not expired, or
(c)  a right of appearance or representation has not been exercised.
(6)  An interim order continues in force until:
(a)  the end of the period of 3 months that commenced with the making of the order or any earlier date specified in the order, or
(b)  if application is duly made for its renewal—until the renewal is granted or refused, or
(c)  if it is renewed—the end of the period of 6 months that commenced with the making of the order or any earlier date specified in the order.
(7)  Subsection (6) does not apply if the order is revoked by the Tribunal or the application is determined in accordance with another provision of this Act.",
ORDER 232 Settle dispute,SM15,232,P12'D4,Orders to settle disputes or rectify complaints,order,"(1) Orders relating to complaints and disputes The Tribunal may, on application by an interested person, original owner or building manager, make an order to settle a complaint or dispute about any of the following:
(a)  the operation, administration or management of a strata scheme under this Act,
(b)  an agreement authorised or required to be entered into under this Act,
(c)  an agreement appointing a strata managing agent or a building manager,
(d)  an agreement between the owners corporation and an owner, mortgagee or covenant chargee of a lot in a strata scheme that relates to the scheme or a matter arising under the scheme,
(e)  an exercise of, or failure to exercise, a function conferred or imposed by or under this Act or the by-laws of a strata scheme,
(f)  an exercise of, or failure to exercise, a function conferred or imposed on an owners corporation under any other Act.
(2) Failure to exercise a function For the purposes of this section, an owners corporation, strata committee or building management committee is taken not to have exercised a function if:
(a)  it decides not to exercise the function, or
(b)  application is made to it to exercise the function and it fails for 2 months after the making of the application to exercise the function in accordance with the application or to inform the applicant that it has decided not to exercise the function in accordance with the application.
(3) Other proceedings and remedies A person is not entitled:
(a)  to commence other proceedings in connection with the settlement of a dispute or complaint the subject of a current application by the person for an order under this section, or
(b)  to make an application for an order under this section if the person has commenced, and not discontinued, proceedings in connection with the settlement of a dispute or complaint the subject of the application.
(4) Disputes involving management of part strata parcels The Tribunal must not make an order relating to a dispute involving the management of a strata scheme for a part strata parcel or the management of the building concerned or its site if:
(a)  any applicable strata management statement prohibits the determination of disputes by the Tribunal under this Act, or
(b)  any of the parties to the dispute fail to consent to its determination by the Tribunal.
(5)  The Tribunal must not make an order relating to a dispute involving a matter to which a strata management statement applies that is inconsistent with the strata management statement.
(6) Disputes relating to consent to development applications The Tribunal must consider the interests of all the owners of lots in a strata scheme in the use and enjoyment of their lots and the common property in determining whether to make an order relating to a dispute concerning the failure of an owners corporation for a strata scheme to consent to the making of a development application under the Environmental Planning and Assessment Act 1979 relating to common property of the scheme.
(7) Excluded complaints and disputes This section does not apply to a complaint or dispute relating to an agreement that is not an agreement entered into under this Act, or the exercise of, or failure to exercise, a function conferred or imposed by or under any other Act, if another Act confers jurisdiction on another court or tribunal with respect to the subject-matter of the complaint or dispute and the Tribunal has no jurisdiction under a law (other than this Act) with respect to that subject-matter.",
ORDER 238 Committee,SM15,238,P12'D4,Orders relating to strata committee and officers,order,"(1)  The Tribunal may, on its own motion or on application by an interested person, make any of the following orders:
(a)  an order removing a person from a strata committee,
(b)  an order prohibiting a strata committee from determining a specified matter and requiring the matter to be determined by resolution of the owners corporation,
(c)  an order removing one or more of the officers of an owners corporation from office and from the strata committee.
(2)  Without limiting the grounds on which the Tribunal may order the removal from office of a person, the Tribunal may remove a person if it is satisfied that the person has:
(a)  failed to comply with this Act or the regulations or the by-laws of the strata scheme, or
(b)  failed to exercise due care and diligence, or engaged in serious misconduct, while holding the office.",
Payment plans,SM16,18,P3,Payment plans for unpaid contributions: section 85 (6) of Act,"lot,sc,reg","(1)  A payment plan for the payment of overdue contributions is to be in writing and is to contain the following:
(a)  the name of the lot owner and the title details of the lot,
(b)  the address for service of the lot owner,
(c)  the amount of the overdue contributions,
(d)  the amount of any interest payable for the overdue contributions and the way in which it is calculated,
(e)  the schedule of payments for the amounts owing and the period for which the plan applies,
(f)  the manner in which the payments are to be made,
(g)  contact details for a member of the strata committee or a strata managing agent who is to be responsible for any matters arising in relation to the payment plan,
(h)  a statement that a further plan may be agreed to by the owners corporation by resolution,
(i)  a statement that the existence of the payment plan does not limit any right of the owners corporation to take action to recover the amount of the unpaid contributions.
(2)  The strata committee must, at the request of a lot owner who has entered into a payment plan, give the lot owner a written statement for each calendar month (or any longer interval specified by the lot owner) of the plan that sets out the payments made during that month and the amount of unpaid contributions and interest owing.",Due contribution
Recovery action,SM16,19,P3,"Notice of recovery action for unpaid contributions, interest or expenses","action,oc,reg","For the purposes of section 86 (5) (c) of the Act, a notice of proposed action to recover an amount of contributions, interest or expenses must include the following:
  (a)  the date the amount was due to be paid,
  (b)  the manner in which the amount may be paid,
  (c)  whether a payment plan may be entered into,
  (d)  any other action that may be taken to arrange for payment of the amount.",ORDER 86 Pay contribution
Key finance statement,SM16,20,P3,Statement of key financial information,"reg,oc","(1)  For the purposes of section 94 (1) of the Act, the statement of key financial information for an administrative fund or capital works fund must be in or to the effect of Form 2 in Schedule 1.
(2)  For the purposes of section 94 (2) of the Act, the statement of key financial information for any other fund must be in or to the effect of Form 3 in Schedule 1.",Key info
Annual budget,SM16,21,P3,Calculation of annual budget,"reg,def,oc","For the purposes of section 95 (4) of the Act, the amount of the annual budget is to be the sum of the following:
    (a)  the amount of contributions levied for the year concerned (whether or not they have been paid),
    (b)  any income of the owners corporation from any other source,
    (c)  any other amounts held by the owners corporation for the purposes of the owners corporation.",Estimate contributions
OC accounting,SM16,22,P3,Accounting records,reg,"The accounting records required to be kept for the purposes of section 96 (4) of the Act are as follows:
    (a)  receipts consecutively numbered,
    (b)  a statement of deposits and withdrawals for the account of the owners corporation,
    (c)  a cash record,
    (d)  a levy register.",
Levies register,SM16,23,P3,Levy register,"reg,def,oc","(1)  The levy register must include a separate section for each lot in the strata scheme that is not a utility lot.
(2)  Each of those sections must specify, by appropriate entries, the following matters in relation to each contribution levied by the owners corporation and must indicate whether those entries are debits or credits and the balances for those entries:
  (a)  the date on which the contribution is due and payable,  
  (b)  the type of contribution and the period in respect of which it is to be made,
  (c)  the amount of the contribution levied shown as a debit,
  (d)  the amount of each payment shown as a credit,
  (e)  the date on which each payment relating to the contribution was made,
  (f)  whether a payment made was made in cash or by cheque or in some other specified manner,
  (g)  whether an amount paid comprised full payment or part payment,
  (h)  details of any discount given for early payment,
   (i)  the balance of the account.",Levy register
OC receipt requirements,SM16,24,P3,Receipts,"reg,def,oc,sc","For the purposes of section 97 (2) of the Act, each receipt issued by the treasurer of the owners corporation must include the following:
    (a)  the date of issue of the receipt,
    (b)  the amount of money received,
    (c)  the form (cash, cheque, postal order or other) in which the money was received,
    (d)  the name of the person on whose behalf the payment was made,
    (e)  if the payment is for a contribution to the administrative or capital works fund:
        (i)  a statement that the payment was made in respect of that contribution, and
        (ii)  the lot number in respect of which the contribution was made, and
        (iii)  the period in respect of which the payment is made (if relevant), and
        (iv)  details of any discount given for early payment,
    (f)  if the payment is not a payment referred to in paragraph (e)—particulars of the transaction in respect of which the payment is received,
    (g)  if the payment is received in respect of more than one transaction—the manner in which the payment is apportioned between transactions.",Receipts record
OC spend limit,SM16,25,P3,Limits on spending by large strata schemes,"reg,oc","For the purposes of section 102 (1) of the Act, the prescribed amount for a proposed expenditure is $30,000.",
OC legal limit,SM16,26,P3,Approval for legal services costs,"reg,oc","(1)  The amount of $15,000 is prescribed for the purposes of section 103 (2) (b) of the Act.
(2)  For the purposes of section 103 of the Act, approval is not required under that section to the obtaining of legal services in relation to a matter that is not urgent if the cost of the legal services does not exceed $3,000.",OC approves legal
CWAdm key info,SM16,Form 2,Sch1,Statement of key financial information—capital works fund and administrative fund,"reg,def,oc","Name of fund:
Reporting period:
Balance carried forward from previous reporting period:
Total income received during reporting period:
Total interest earned by fund during reporting period:
Total contributions paid during reporting period:
Total unpaid contributions payable for reporting period:
Total expenditure for maintenance during reporting period:
Total expenditure for administration costs during reporting period:
Balance of fund at end of reporting period:
List of principal items of expenditure proposed for next reporting period:",Key info
Other key info,SM16,Form 3,Sch1,Statement of key financial information—other funds,"reg,def,oc","Name of fund:
Reporting period:
Balance carried forward from previous reporting period:
Total income received during reporting period:
Total interest earned by fund during reporting period:
Balance of fund at end of reporting period:",Key info
