name,of,at,in,title,tags,body,see
Secretary functions,SM15,43,P3'D4,Functions of secretary of owners corporation,"sc,duty","The functions of a secretary of an owners corporation include the following:
(a)  to prepare and distribute minutes of meetings of the owners corporation and submit a motion for confirmation of the minutes of any meeting of the owners corporation at the next such meeting,
(b)  to give on behalf of the owners corporation and the strata committee of the owners corporation notices required to be given under this Act,
(c)  to maintain the strata roll,
(d)  to enable the inspection of documents on behalf of the owners corporation in accordance with this Act,
(e)  to answer communications addressed to the owners corporation,
(f)  to convene meetings of the strata committee and (apart from its first annual general meeting) of the owners corporation,
(g)  to attend to matters of an administrative or secretarial nature in connection with the exercise of functions by the owners corporation or the strata committee of the owners corporation,
(h)  any other functions conferred on the secretary under any other Act or law.",
FN: Minutes,SM15,43(a),P3'D4,Functions of secretary of owners corporation (a),"sc,duty","to prepare and distribute minutes of meetings of the owners corporation and submit a motion for confirmation of the minutes of any meeting of the owners corporation at the next such meeting,",
FN: Notices,SM15,43(b),P3'D4,Functions of secretary of owners corporation (b),"sc,duty","to give on behalf of the owners corporation and the strata committee of the owners corporation notices required to be given under this Act,",
FN: Strata roll,SM15,43(c),P3'D4,Functions of secretary of owners corporation (c),"sc,duty"," to maintain the strata roll,",
FN: Enable inspections,SM15,43(d),P3'D4,Functions of secretary of owners corporation (d),"sc,duty"," to enable the inspection of documents on behalf of the owners corporation in accordance with this Act,",
FN: Answer comms,SM15,43(e),P3'D4,Functions of secretary of owners corporation (e),"sc,duty"," to answer communications addressed to the owners corporation,",
FN: Convene meetings,SM15,43(f),P3'D4,Functions of secretary of owners corporation (f),"sc,duty","to convene meetings of the strata committee and (apart from its first annual general meeting) of the owners corporation,",
FN: Attend admin,SM15,43(g),P3'D4,Functions of secretary of owners corporation (g),"sc,duty","to attend to matters of an administrative or secretarial nature in connection with the exercise of functions by the owners corporation or the strata committee of the owners corporation,",
Treasurer functions,SM15,44,P3'D4,Functions of treasurer of owners corporation,"sc,duty","(1) General functions The functions of a treasurer of an owners corporation include the following:
(a)  to notify owners of any contributions levied in accordance with this Act,
(b)  to receive, acknowledge, bank and account for any money paid to the owners corporation,
(c)  to prepare any strata information certificate,
(d)  to keep the accounting records and prepare the financial statements.
(2) Delegation by treasurer of functions The treasurer of an owners corporation may delegate the exercise of any of the treasurer’s functions (other than this power of delegation) to another member of the strata committee of the owners corporation if:
(a)  the delegation is specifically approved by the strata committee, and
(b)  the strata committee specifically approves of the function being delegated to that member, and
(c)  the delegation is subject to any limitations as to time or otherwise that the strata committee requires.
(3)  While a delegate is acting in accordance with the terms of the delegation, the delegate is taken to be the treasurer of the owners corporation.
(4) Strata committee may require treasurer to exercise functions jointly The strata committee of an owners corporation may, by a written notice given to the treasurer of the owners corporation, order the treasurer not to exercise any of the treasurer’s functions that are specified in the notice unless the treasurer does so jointly with another person so specified.
",
FN: Levy notice,SM15,44(a),P3'D4,Functions of treasurer of owners corporation (a),"sc,duty"," to notify owners of any contributions levied in accordance with this Act,",
FN: Transact,SM15,44(b),P3'D4,Functions of treasurer of owners corporation (b),"sc,duty","to receive, acknowledge, bank and account for any money paid to the owners corporation,",
FN: Certificate,SM15,44(c),P3'D4,Functions of treasurer of owners corporation (c),"sc,duty","to prepare any strata information certificate,",
FN: Financial reports,SM15,44(d),P3'D4,Functions of treasurer of owners corporation (d),"sc,duty",to keep the accounting records and prepare the financial statements.,
Officer vacation,SM15,45,P3'D4,Vacation of office by officer,"sc,def","(1)  An officer of an owners corporation vacates office as an officer:
(a)  if the person ceases to be a member of the strata committee, or
(b)  on the receipt by the owners corporation from the person of written notice of the person’s resignation as an officer, or
(c)  if another person is appointed by the strata committee to hold that office, or
(d)  if the owners corporation, by special resolution, declares that the person’s office is vacated, or
(e)  if the person dies.
(2)  A strata committee is to appoint a person who is a member of the strata committee, or who is eligible to be a member of the strata committee, to fill a vacancy in the office of an officer of an owners corporation, other than a vacancy referred to in section 35 (1) (d). Any person so appointed holds office, subject to this section, for the balance of his or her predecessor’s term of office.",
Officer compensation,SM15,46,P3'D4,Payment of officers of owners corporation,"sc,def",An owners corporation may pay to a person who is an officer of the owners corporation or another member of the strata committee of the owners corporation an amount determined by the owners corporation at an annual general meeting in recognition of services performed by the person for the owners corporation in the period since the last annual general meeting.,
SA Appointment,SM15,49,P4'D1,Appointment of strata managing agents,"sa,def","(1)  An owners corporation for a strata scheme may appoint a person who is the holder of a strata managing agent’s licence under the Property, Stock and Business Agents Act 2002 to be the strata managing agent of the scheme.
(2)  The appointment is to be made by instrument in writing authorised by a resolution at a general meeting of the owners corporation.
(3)  The developer of a strata scheme, or a person connected with the developer, is not entitled to be appointed as the strata managing agent of the scheme until after the end of the period of 10 years commencing on the date of registration of the strata plan.
(4)  A reference in this section to a strata managing agent’s licence under the Property, Stock and Business Agents Act 2002 includes a reference to a corporation licence under that Act that authorises the holder to act as, or carry on the business of, a strata managing agent.
(5)  An owner who is seeking appointment as a strata managing agent is not entitled to vote or cast a proxy vote on the appointment at a meeting of the owners corporation.
",
SA Delegation,SM15,52,P4'D2,Owners corporation may delegate functions to strata managing agent,"sa,def","(1)  An owners corporation may, by the instrument appointing a strata managing agent or some other instrument, delegate to the strata managing agent:
(a)  all of its functions, or
(b)  any one or more of its functions specified in the instrument, or
(c)  all of its functions except those specified in the instrument.
(2)  An owners corporation must not delegate to a strata managing agent its power to make:
(a)  a delegation under this section, or
(b)  a decision on a matter that is required to be decided by the owners corporation, or
(c)  a determination relating to the levying or payment of contributions.
(3)  A delegation may be made subject to the conditions or limitations as to the exercise of all or any of the functions, or as to time or circumstances, that may be specified in the instrument of delegation.
(4)  An owners corporation may delegate the functions only if authorised to do so by a resolution at a general meeting.

(5)  An owners corporation may, if authorised to do so by a resolution at a general meeting, revoke or vary a delegation under this section.",
SA Delegate limitation,SM15,52(2),P4'D2,Owners corporation may delegate functions to strata managing agent (2),"sa,def","An owners corporation must not delegate to a strata managing agent its power to make:
(a)  a delegation under this section, or
(b)  a decision on a matter that is required to be decided by the owners corporation, or
(c)  a determination relating to the levying or payment of contributions.",
SA Delegate authorised,SM15,52(4),P4'D2,Owners corporation may delegate functions to strata managing agent (4),"sa,def",An owners corporation may delegate the functions only if authorised to do so by a resolution at a general meeting.,
SA Delegated exercise,SM15,53,P4'D2,Exercise of delegated functions by strata managing agent,"sa,def","(1)  A function delegated under this Division may, while the delegation remains unrevoked, be exercised from time to time in accordance with the delegation.
(2)  Despite any delegation made under this Division, the owners corporation may continue to exercise all or any of the functions delegated.
(3)  Any act or thing done or suffered by a strata managing agent while acting in the exercise of a delegation under this Division:
(a)  has the same effect as if it had been done or suffered by the owners corporation, and
(b)  is taken to have been done or suffered by the owners corporation.
(4)  This section is subject to section 56.",
SA Committee functions,SM15,54,P4'D2,Functions of officers and strata committee may be given to strata managing agent,"sa,def","(1)  The instrument of appointment of a strata managing agent may provide that the strata managing agent has and may exercise all the functions of the chairperson, secretary, treasurer or strata committee of an owners corporation or the functions of those officers or the strata committee specified in the instrument.
(2)  However, the chairperson, secretary, treasurer and strata committee of an owners corporation may continue to exercise all or any of the functions that the strata managing agent is authorised to exercise.
(3)  Any act or thing done or suffered by a strata managing agent in the exercise of any function of the chairperson, secretary, treasurer or strata committee conferred on the strata managing agent in accordance with this section:
(a)  has the same effect as if it had been done or suffered by the chairperson, secretary, treasurer or strata committee, and
(b)  is taken to have been done or suffered by the chairperson, secretary, treasurer or strata committee.

(4)  This section is subject to section 56.",
SA Exercised record,SM15,55,P4'D2,Strata managing agent to record exercise of functions,"sa,def","(1)  A strata managing agent who exercises a function of the owners corporation or of an officer of the owners corporation must, immediately after its exercise, make a record specifying the function and the manner in which it was exercised.
(2)  The strata managing agent must give a copy of the records kept for the preceding 12 months to the owners corporation at least once each year.",
SA Breaches,SM15,57,P4'D2,Breaches by strata managing agent,"sa,def","(1)  If a strata managing agent has been delegated a function by an owners corporation and a breach of the duty by the owners corporation would constitute an offence under a provision of this Act, the agent is guilty of an offence under that provision (instead of the owners corporation) for any breach of the duty by the agent occurring while the delegation remains in force.
(2)  A strata managing agent must not, in connection with the provision of services as a strata managing agent or the exercise of functions as a strata managing agent, request or accept a gift or other benefit from another person for himself or herself or for another person.
Maximum penalty: 20 penalty units.
(3)  Subsection (2) does not apply to:
(a)  remuneration paid to a strata managing agent or an employee or contractor of a strata managing agent by an owners corporation, or
(b)  a monetary commission provided to a strata managing agent, if the provision of such a commission is in accordance with the terms of appointment of the strata managing agent by the owners corporation or has been otherwise approved by the owners corporation, or
(c)  a training service provided to, or paid for, a strata managing agent, if it was related to strata management functions and the provision or payment is in accordance with the terms of appointment of the strata managing agent by the owners corporation or has been otherwise approved by the owners corporation, or
(d)  a gift or other benefit that has a value that is less than the amount prescribed by the regulations for the purposes of this subsection.
(4)  In this section:
gift has the same meaning as it has in the Electoral Funding Act 2018.
training service means a training course or service (including attendance at industry events such as conferences).",
SA Account disclosure,SM15,58,P4'D3,Strata managing agent may be required to provide information about trust account and other accounts,"sa,duty","(1)  An owners corporation may require a strata managing agent to provide the following information relating to the trust account that the agent is required to operate under the Property, Stock and Business Agents Act 2002:
(a)  the name and number of the account,
(b)  the name of the authorised deposit-taking institution in which the account is current,
(c)  the balance in the account standing to the credit of the owners corporation on a specified date,
(d)  particulars of all cheques drawn on the account on behalf of the owners corporation as at that date and not presented and duly paid.
(2)  An owners corporation may require a strata managing agent to provide the following information relating to any other accounts on which the agent operates in the exercise of functions of the owners corporation:
(a)  the names and numbers of the accounts,
(b)  the names of the authorised deposit-taking institutions in which the accounts are current,
(c)  the balance in each of the accounts standing to the credit of the owners corporation on a specified date,
(d)  particulars of all cheques drawn on each of the accounts as at that date and not presented and duly paid.",
SA Transact disclosure,SM15,59,P4'D3,Provision of information about money received and other transactions,"sa,duty","(1)  An owners corporation may require a strata managing agent to provide:
(a)  full particulars relating to the payment of money to, or the receipt of money by, the agent on behalf of the owners corporation, and
(b)  if the money is not still held by the agent, the manner and time of disposal of the money.
(2)  An owners corporation may require a strata managing agent to provide full particulars of any specified transaction that has been entered into by the agent on behalf of the owners corporation.",
SA Comission disclosure,SM15,60,P4'D3,Disclosure of commissions and training services,"sa,duty,offence","(1)  A strata managing agent for a strata scheme must report the following at the annual general meeting of the owners corporation for the scheme:
(a)  whether any commissions or training services have been provided to or paid for the agent (other than by the owners corporation) in connection with the exercise by the agent of functions for the scheme during the preceding 12 months and particulars of any such commissions or training services,
(b)  any such commissions or training services and the estimated amount or value of any such commissions or training services that the agent believes are likely to be provided to or paid for the agent in the following 12 months.
Maximum penalty: 20 penalty units.
Note. It will be an offence for an agent to receive commissions or training services that are not of a kind permitted by the agent’s terms of appointment or approved by the owners corporation (see section 57).
(2)  A strata managing agent must, as soon as practicable after becoming aware that commissions or training services provided to or paid for the agent (other than by the owners corporation) differ from the commissions or training services or any estimate of them disclosed at the annual general meeting, disclose to the strata committee the variation and give an explanation for the variation.
Maximum penalty: 20 penalty units.
(3)  The Tribunal may, on application by an owners corporation, order a strata managing agent to pay to the owners corporation:
(a)  the whole or part of the amount or value of any commissions or training services provided to or paid for the agent and not disclosed in accordance with this section, or
(b)  the whole or part of the amount or value of any commissions or training services provided to or paid for the agent that are not of a kind or an amount disclosed by the agent under this section, if the Tribunal is satisfied that the disclosure of those things at the previous annual general meeting was not made in good faith.
(4)  In this section:

training service means a training course or service (including attendance at industry events such as conferences)",
ORDER 60 Agent pay OC,SM15,60(3),P4'D3,Disclosure of commissions and training services (3),"sa,order","(3)  The Tribunal may, on application by an owners corporation, order a strata managing agent to pay to the owners corporation:
(a)  the whole or part of the amount or value of any commissions or training services provided to or paid for the agent and not disclosed in accordance with this section, or
(b)  the whole or part of the amount or value of any commissions or training services provided to or paid for the agent that are not of a kind or an amount disclosed by the agent under this section, if the Tribunal is satisfied that the disclosure of those things at the previous annual general meeting was not made in good faith.",
SA info request ,SM15,61,P4'D3,Procedure for requiring information from strata managing agent,"sa,duty",(1)  An owners corporation is to require information from a strata managing agent under this Division by written notice given to the strata managing agent. (2) The notice must specify a member of the strata committee to whom the information is to be delivered.,
SA Offence,SM15,62,P4'D3,Offences (Strata Mangaging Agent),"sa,offence","(1)  A strata managing agent must comply with a notice to provide information under this Division by giving a written statement, containing the information required, within 14 days after the notice is given.
Maximum penalty: 20 penalty units.
(2)  A person is not guilty of failing to comply with the notice if reasonable cause for the failure is shown.
(3)  A strata managing agent must not knowingly provide information that is false or misleading in a material particular in a statement given in response to a notice to provide information under this Division.",
SA Interests disclosure,SM15,71,P4'D5,Interests must be disclosed by potential strata managing agents,"sa,offence","(1)  A person appointed as the strata managing agent or building manager for a strata scheme who has an interest that must be disclosed under this section must disclose the interest to the owners corporation before the appointment of the person.
Maximum penalty: 50 penalty units.
(2)  The following are interests that must be disclosed to the owners corporation by a person:
(a)  that the person is connected with the original owner,
(b)  any direct or indirect pecuniary interest in the strata scheme (other than an interest arising only from the prospective appointment).",
ORDER 72 SA termination,SM15,72,P4'D5,Strata managing agent and building manager agreements may be terminated or varied by Tribunal,"sa,order","(1)  The Tribunal may, on application by an owners corporation for a strata scheme, make any of the following orders in respect of an agreement for the appointment of a strata managing agent or building manager for the scheme:
(a)  an order terminating the agreement,
(b)  an order requiring the payment of compensation to a party to the agreement,
(c)  an order varying the term, or varying or declaring void any of the conditions, of the agreement,
(d)  an order that a party to the agreement take any action or not take any action under the agreement,
(e)  an order dismissing the application.
(2)  If the Tribunal makes an order terminating the agreement, the Tribunal may also order the strata managing agent or building manager to return to the owners corporation, within the period specified in the order, any documents or other records relating to the strata scheme that are in the possession of the agent or manager.
(3)  The Tribunal may make an order under this section on any of the following grounds:
(a)  that the strata managing agent or building manager has refused or failed to perform the agreement or has performed it unsatisfactorily,
(b)  that charges payable by the owners corporation under the agreement are unfair,
(c)  that the strata managing agent has contravened section 58 (2),
(d)  that the strata managing agent has failed to disclose commissions or training services (including estimated commissions or value of training services or variations and explanations for variations) in accordance with section 60 or has failed to make the disclosures in good faith,
(e)  that the strata managing agent or building manager has failed to disclose an interest under section 71,
(f)  that the agreement is, in the circumstances of the case, otherwise harsh, oppressive, unconscionable or unreasonable.",
ORDER 82 Alter contribution,SM15,82,P5'D2,Individual contributions may be larger if greater insurance costs,order,"(1)  If the use to which a lot in a strata scheme is put causes an insurance premium for the strata scheme to be greater than it would be if it were not put to that use, so much of a contribution payable by the owner of the lot as is attributable to insurance premiums may, with the consent of the owner, be increased to reflect the extra amount of the premium.
(2)  The Tribunal may, on application, make an order for payment of contributions of a different amount to one or more contributions levied or proposed by an owners corporation on an owner if the Tribunal is of the opinion that the owner’s consent has been unreasonably refused under this section.
(3)  An application for an order under this section may be made by the lessor of a leasehold strata scheme, an owners corporation, an owner of a lot or a mortgagee in possession.",
ORDER 87 Vary contribution,SM15,87,P5'D2,Orders varying contributions or payment methods,order,"(1)  The Tribunal may, on application, make either or both of the following orders if the Tribunal considers that any amount levied or proposed to be levied by way of contributions is inadequate or excessive or that the manner of payment of contributions is unreasonable:
(a)  an order for payment of contributions of a different amount,
(b)  an order for payment of contributions in a different manner.
(2)  An application for an order may be made by the lessor of a leasehold strata scheme, an owners corporation, an owner or a mortgagee in possession.",
CP maintain repair ,SM15,106,P6'D1,Duty of owners corporation to maintain and repair property,"lot,action,oc,duty","(1)  An owners corporation for a strata scheme must properly maintain and keep in a state of good and serviceable repair the common property and any personal property vested in the owners corporation.
(2)  An owners corporation must renew or replace any fixtures or fittings comprised in the common property and any personal property vested in the owners corporation.
(3)  This section does not apply to a particular item of property if the owners corporation determines by special resolution that:
(a)  it is inappropriate to maintain, renew, replace or repair the property, and
(b)  its decision will not affect the safety of any building, structure or common property in the strata scheme or detract from the appearance of any property in the strata scheme.
(4)  If an owners corporation has taken action against an owner or other person in respect of damage to the common property, it may defer compliance with subsection (1) or (2) in relation to the damage to the property until the completion of the action if the failure to comply will not affect the safety of any building, structure or common property in the strata scheme.
(5)  An owner of a lot in a strata scheme may recover from the owners corporation, as damages for breach of statutory duty, any reasonably foreseeable loss suffered by the owner as a result of a contravention of this section by the owners corporation.
(6)  An owner may not bring an action under this section for breach of a statutory duty more than 2 years after the owner first becomes aware of the loss.
(7)  This section is subject to the provisions of any common property memorandum adopted by the by-laws for the strata scheme under this Division, any common property rights by-law or any by-law made under section 108.

(8)  This section does not affect any duty or right of the owners corporation under any other law.",
OC maintain duty,SM15,106(1),P6'D1,Duty of owners corporation to maintain and repair property (1),"oc,duty",An owners corporation for a strata scheme must properly maintain and keep in a state of good and serviceable repair the common property and any personal property vested in the owners corporation.,
Property vested,SM15,106(2),P6'D1,Duty of owners corporation to maintain and repair property (2),"oc,duty",An owners corporation must renew or replace any fixtures or fittings comprised in the common property and any personal property vested in the owners corporation.,
106 damages,SM15,106(5),P6'D1,Duty of owners corporation to maintain and repair property (5),"lot,action,oc","An owner of a lot in a strata scheme may recover from the owners corporation, as damages for breach of statutory duty, any reasonably foreseeable loss suffered by the owner as a result of a contravention of this section by the owners corporation.",OC maintain duty
106 liability limit,SM15,106(6),P6'D1,Duty of owners corporation to maintain and repair property (6),"lot,action,oc",An owner may not bring an action under this section for breach of a statutory duty more than 2 years after the owner first becomes aware of the loss.,
CP memorandum,SM15,106(7),P6'D1,Duty of owners corporation to maintain and repair property (7),"lot,action,oc","This section is subject to the provisions of any common property memorandum adopted by the by-laws for the strata scheme under this Division, any common property rights by-law or any by-law made under section 108.
",
ORDER 125 Dispose goods,SM15,125,P6'D5,Disposal of abandoned goods on common property,order,"The regulations may make provision for or with respect to the following matters:
(a)  conferring power on an owners corporation to store or dispose of, or authorise the disposal of, goods left on common property,
(b)  notices to owners and other persons as to disposal or proposed disposal of goods by an owners corporation,
(c)  the passing of title to any goods on disposal by an owners corporation,
(d)  the payment of the proceeds of disposal of goods by an owners corporation,
(e)  conferring jurisdiction on the Tribunal to make directions and orders relating to the disposal of goods, including orders for the payment of compensation and as to the payment of the costs of disposing of goods.",
ORDER 126 Property alteration,SM15,126,P6'D6,Orders relating to alterations and repairs to common property and other property,order,"(1) Order requiring owners corporation to carry out work on common property The Tribunal may, on application by a lessor of a leasehold strata scheme or an owner of a lot in a strata scheme, order the owners corporation to consent to work proposed to be carried out by an owner of a lot if the Tribunal considers that the owners corporation has unreasonably refused its consent and the work relates to any of the following:
(a)  minor renovations or other alterations to common property directly affecting the owner’s lot,
(b)  carrying out repairs to common property or any other property of the owners corporation directly affecting the owner’s lot.
(2) Order consenting to owner’s work on owners corporation property The Tribunal may, on application by a lessor of a leasehold strata scheme or an owner of a lot in a strata scheme, make an order (a work approval order) approving of minor renovations or alterations or repairs already made by an owner to common property or any other property of the owners corporation directlyaffecting the owner’s lot if the Tribunal considers that the owners corporation unreasonably refused its consent to the minor renovations or alterations or repairs.
(3)  A work approval order is taken to be the consent of the owners corporation to the renovations, alterations or repairs and may provide that it has effect from a day specified in the order that occurred before theorder was made.
(4)  In deciding whether to grant a work approval order or to provide for the order to have effect from a day that occurred before the date of the order, the Tribunal may take into account the conduct of the parties in the proceedings, for example, if an owner did not first seek the consent of the owners corporation before carrying out the renovations, alterations or repairs.
(5) Responsibility for ongoing repair and maintenance of affected property The Tribunal may specify in an order under this section whether the owners corporation or the owner of the lot has the ongoing responsibility for the repair and maintenance of any additional property arising out of a minor renovation or alteration or repair to common property approved under the order.
(6)  If an order provides for the owner of a lot to have the ongoing responsibility for the repair and maintenance of any such additional property, the order also has effect in relation to any subsequent owner of the lot.",
ORDER 132 Rectification done,SM15,132,P6'D6,Rectification where work done by owner,order,"(1)  The Tribunal may, on application by an owners corporation for a strata scheme, make either of the following orders if the Tribunal is satisfied that work carried out by or for an owner or occupier on any part of the parcel of the scheme has caused damage to common property or another lot:
(a)  an order that the owner or occupier performs the work or takes other steps as specified in the order to repair the damage,
(b)  an order that the owner or occupier pay to the owners corporation or the owner of the lot a specified amount for the cost of repairs of the damage and any associated costs, including insurance and legal costs.
(2)  An amount payable by an owner or occupier to an owners corporation under this section is payable, and may be recovered, under this Act as if it were an amount of unpaid contributions.
Note. Section 86 provides for the recovery of unpaid contributions.",
ORDER 148 By-law revoke,SM15,148,P7'D5,Order revoking amendment of by-law or reviving repealed by-law,order,"(1)  The Tribunal may, on application by a person entitled to vote on the amendment or repeal of a by-law or addition of a new by-law or the lessor of a leasehold strata scheme, make one of the following orders:
(a)  an order that the amendment be revoked,
(b)  an order that the repealed by-law be revived,
(c)  an order that the additional by-law be repealed.
(2)  The Tribunal may make an order only if the Tribunal considers that, having regard to the interest of all owners of lots in a strata scheme in the use and enjoyment of their lots or the common property, the change to the by-laws should not have been made by the owners corporation.
(3)  An order under this section, when recorded under section 246, has effect as if its terms were a by-law (but subject to any relevant order made by a superior court).
(4)  When making an order under this section in relation to a common property rights by-law, the Tribunal may direct the payment by the owners corporation of compensation to the owner of the lot, or owners of the lots, referred to in the by-law.
Note. Section 78 of the Civil and Administrative Tribunal Act 2013 provides for the recovery as a judgment debt of amounts ordered to be paid by the Tribunal.
(5)  An order under this section operates on and from the date on which it is so recorded or from an earlier date specified in the order.",
ORDER 150 By-law invalid,SM15,150,P7'D5,Order invalidating by-law,order,"(1)  The Tribunal may, on the application of a person entitled to vote on the motion to make a by-law or the lessor of a leasehold strata scheme, make an order declaring a by-law to be invalid if the Tribunal considers that an owners corporation did not have the power to make the by-law or that the by-law is harsh, unconscionable or oppressive.
(2)  The order, when recorded under section 246, has effect as if its terms were a by-law repealing the by-law declared invalid by the order (but subject to any relevant order made by a superior court).
(3)  An order under this section operates on and from the date on which it is so recorded or from an earlier date specified in the order.",
OC insure building,SM15,160,P9'D1,Owners corporation to insure building,"oc,duty","(1)  The owners corporation for a strata scheme for the whole of a building must insure the building and keep the building insured under a contract of insurance, in accordance with this Division, that insures the building if it is destroyed or damaged by fire, lightning, explosion or any other occurrence specified in the policy (a damage policy).
Maximum penalty: 5 penalty units.
(2)  The owners corporation for each strata scheme for part of a building and any other person in whom is vested an estate in fee simple in part of the building that is not included in the parcel of the strata scheme must insure the building and keep the building insured under a damage policy.
Maximum penalty: 5 penalty units.
(3)  In any proceedings for an offence under subsection (2), it is a defence to establish that the defendant was willing to join in the insurance of a building under a damage policy but that the policy could not be taken out because another person specified in that subsection was unwilling to join in the application for that policy.
(4)  This section does not apply to an owners corporation for a strata scheme comprising 2 lots if:
(a)  the owners corporation so determines by unanimous resolution, and
(b)  the buildings comprised in one of those lots are physically detached from the buildings comprised in the other lot, and
(c)  no building or part of a building in the strata scheme is situated outside those lots.
(5)  A damage policy may consist of one or more policies of insurance.",
ORDER 162 Insurance payable,SM15,162,P9'D1,Insurance premiums where strata scheme is for part only of building,order,"(1)  This section applies if a requirement is imposed on an owners corporation for a strata scheme for part of a building and any other person to insure the building under a damage policy.
(2)  The premium for a damage policy is to be paid by the owners corporation or other person according to the proportion that the replacement value of the part (or parts) of the building subject to the strata scheme or held in fee simple by the other person bears to the replacement value of the whole building.
(3)  The Tribunal may, on application by an owners corporation or other person liable to pay a proportion of a premium, determine the replacement value and proportion payable. The determination is binding on each person liable to pay a proportion.
(4)  The Tribunal may, on application by any person liable under this section to pay a proportion of a premium, make an order adjusting the proportion payable by a person to reflect that the use to which a part of a building in which that person has the fee simple is put causes an insurance premium under this section to be greater than it would be if it were not put to that use.",
Insurance quotations,SM15,166,P9'D1,Strata managing agent to obtain insurance quotations,"sa,duty",A strata managing agent must provide the owners corporation with not less than 3 quotations from different providers for each type of insurance proposed by the agent to the owners corporation or provide written reasons to the owners corporation if less than 3 quotations are provided.,
Owner action,SM15,171,P9'D2,Action against owners corporation by owner,"oc,def","An owner of a lot may bring any action against the owners corporation of which the owner is a member that the owner might have brought against the owners corporation if the owner had not been such a member.
",
ORDER 187 Confirm roll,SM15,187,P10'D3,Order confirming information for strata roll,order,"(1)  The Tribunal may, on application by an owners corporation, owner or other person having or acquiring an estate or interest in a lot in a strata scheme, order an owners corporation to enter information contained in a strata interest notice in the strata roll if a person fails to provide the required written confirmation of the notice.
(2)  In making the order, the Tribunal may amend the information in the strata interest notice to which the order relates in any manner the Tribunal thinks fit.
(3)  The Tribunal must dismiss an application for an order if the Tribunal considers that the rights of any person would be prejudiced if the order were made.
(4)  A copy of an order under this section given to an owners corporation is taken to be a strata interest notice given to the owners corporation and information entered on a strata roll in accordance with the order is taken to have been entered from a notice with any written confirmation required.",
ORDER 188 Supply records,SM15,188,P10'D3,Order to supply information or documents,order,"(1)  The Tribunal may, on application by a person, order an owners corporation, strata managing agent, officer or former strata managing agent of an owners corporation to supply to the applicant information that the Tribunal considers that the owners corporation, strata managing agent, officer or former strata managing agent has wrongfully withheld from the applicant and to which the applicant is entitled under this Act.
(2)  The Tribunal may, on application by a person, order an owners corporation, strata managing agent, officer or former strata managing agent of an owners corporation to supply or make available to the applicant a record or document if:
(a)  the Tribunal considers that the owners corporation, strata managing agent, officer or former strata managing agent has wrongfully failed to make the record or document available for inspection by the applicant or the applicant’s agent, and
(b)  the applicant is entitled under this Act to inspect the record or document.

(3)  The order may specify the manner in which information is to be supplied or made available",
Defs (mediation),SM15,217,P12'D2,Definitions (Alternative dispute resolution by Secretary),def,"In this Part:
mediation - means a structured negotiation process in which the mediator, as a neutral and independent party, assists the parties to a dispute to achieve their own resolution of the dispute.
mediation session - means a meeting arranged for the mediation of a matter under this Part and, for the purposes of the provisions of this Division relating to privilege, disclosure and admissibility, includes steps taken in the course of arranging or following-up a session.
mediator - means the Secretary or any person approved by the Secretary in writing to be a mediator for the purposes of this Division.",
Mediated matter,SM15,218,P12'D2,Matters that may be subject to mediation,action,"(1)  A person may apply to the Secretary for mediation of any matter for which an order may be sought from the Tribunal under this Act.
(2)  On receipt of an application for mediation, the Secretary must, if the Secretary thinks the circumstances of the case are appropriate, arrange for mediation in accordance with the regulations.
(3)  The Secretary may dismiss an application for mediation if the Secretary believes that the application is frivolous, vexatious, misconceived or lacking in substance.
",Defs (mediation)
ORDER 231 Interim,SM15,231,P12'D4,Interim orders,order,"(1)  If an applicant for an order by the Tribunal under this Act requests the making of an interim order and the Tribunal is satisfied on reasonable grounds that urgent considerations justify the making of the order, the Tribunal may:
(a)  make an interim order in the form of any order that could otherwise be made by the Tribunal, and
(b)  renew the interim order by giving notice that the order is renewed if a request for its renewal is made not later than 3 months after the order was made.
(2)  The Tribunal may revoke an interim order, or a renewal of an order.
(3)  The Tribunal must give notice that the order has been revoked.
(4)  A person must not in, or in connection with, a request for an interim order or for the renewal of an interim order make a statement that the person knows is false or misleading in a material respect.
Maximum penalty: 5 penalty units.
(5)  An interim order may be made or renewed even if:
(a)  since receipt of the application, any procedure under this Act has not been followed or a function of the Tribunal has not been exercised in relation to the application, or
(b)  the time, or extended time, for making written submissions on the application has not expired, or
(c)  a right of appearance or representation has not been exercised.
(6)  An interim order continues in force until:
(a)  the end of the period of 3 months that commenced with the making of the order or any earlier date specified in the order, or
(b)  if application is duly made for its renewal—until the renewal is granted or refused, or
(c)  if it is renewed—the end of the period of 6 months that commenced with the making of the order or any earlier date specified in the order.
(7)  Subsection (6) does not apply if the order is revoked by the Tribunal or the application is determined in accordance with another provision of this Act.",
